images\448.jpg Annotatio\448.png
images\Rissbilder_for_Florian_9S6A3109_324_2301_3317_2587.jpg Annotatio\Rissbilder_for_Florian_9S6A3109_324_2301_3317_2587.png
images\IMG_3252_2.jpg Annotatio\IMG_3252_2.png
images\Rissbilder_for_Florian_9S6A2878_67_878_2624_2752.jpg Annotatio\Rissbilder_for_Florian_9S6A2878_67_878_2624_2752.png
images\Rissbilder_for_Florian_9S6A3103_511_560_3229_2648.jpg Annotatio\Rissbilder_for_Florian_9S6A3103_511_560_3229_2648.png
images\Rissbilder_for_Florian_9S6A2790_357_573_2788_3361.jpg Annotatio\Rissbilder_for_Florian_9S6A2790_357_573_2788_3361.png
images\Rissbilder_for_Florian_9S6A3092_2277_628_2973_2822.jpg Annotatio\Rissbilder_for_Florian_9S6A3092_2277_628_2973_2822.png
images\noncrack_noncrack_concrete_wall_36_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_36_0.jpg.png
images\noncrack_noncrack_concrete_wall_24_25.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_24_25.jpg.png
images\CRACK500_20160307_164143_1281_721.jpg Annotatio\CRACK500_20160307_164143_1281_721.png
images\Rissbilder_for_Florian_9S6A2795_302_866_3368_3912.jpg Annotatio\Rissbilder_for_Florian_9S6A2795_302_866_3368_3912.png
images\Rissbilder_for_Florian_9S6A2881_6_2131_2936_2981.jpg Annotatio\Rissbilder_for_Florian_9S6A2881_6_2131_2936_2981.png
images\CRACK500_20160328_150940_641_721.jpg Annotatio\CRACK500_20160328_150940_641_721.png
images\Rissbilder_for_Florian_9S6A3098_785_1657_2510_2031.jpg Annotatio\Rissbilder_for_Florian_9S6A3098_785_1657_2510_2031.png
images\Volker_DSC01630_176_437_1360_1040.jpg Annotatio\Volker_DSC01630_176_437_1360_1040.png
images\CRACK500_20160328_151657_1_1.jpg Annotatio\CRACK500_20160328_151657_1_1.png
images\Explorer_HD2K_SN24855_16-52-42_3.jpg Annotatio\Explorer_HD2K_SN24855_16-52-42_3.png
images\CRACK500_20160329_115531_1281_1081.jpg Annotatio\CRACK500_20160329_115531_1281_1081.png
images\Rissbilder_for_Florian_9S6A2904_527_1902_3180_3322.jpg Annotatio\Rissbilder_for_Florian_9S6A2904_527_1902_3180_3322.png
images\CRACK500_20160328_152514_1921_721.jpg Annotatio\CRACK500_20160328_152514_1921_721.png
images\noncrack_noncrack_concrete_wall_20_50.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_20_50.jpg.png
images\Rissbilder_for_Florian_9S6A2837_212_1728_3179_3660.jpg Annotatio\Rissbilder_for_Florian_9S6A2837_212_1728_3179_3660.png
images\noncrack_noncrack_concrete_wall_82_16.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_82_16.jpg.png
images\Volker_DSC01710_1025_76_1293_1327.jpg Annotatio\Volker_DSC01710_1025_76_1293_1327.png
images\GAPS384_train_1336_541_641.jpg Annotatio\GAPS384_train_1336_541_641.png
images\IMG_20190813_121023_BURST4.jpg Annotatio\IMG_20190813_121023_BURST4.png
images\IMG_3749_3.jpg Annotatio\IMG_3749_3.png
images\Rissbilder_for_Florian_9S6A2903_335_498_3470_3263.jpg Annotatio\Rissbilder_for_Florian_9S6A2903_335_498_3470_3263.png
images\Rissbilder_for_Florian_9S6A2852_356_540_3667_2981.jpg Annotatio\Rissbilder_for_Florian_9S6A2852_356_540_3667_2981.png
images\Volker_DSC01661_411_594_1087_1172.jpg Annotatio\Volker_DSC01661_411_594_1087_1172.png
images\aug_IMG_3513.jpg Annotatio\aug_IMG_3513.png
images\CRACK500_20160303_091830_1_1921.jpg Annotatio\CRACK500_20160303_091830_1_1921.png
images\Rissbilder_for_Florian_9S6A2783_53_761_3765_3218.jpg Annotatio\Rissbilder_for_Florian_9S6A2783_53_761_3765_3218.png
images\CRACK500_20160222_115828_641_1.jpg Annotatio\CRACK500_20160222_115828_641_1.png
images\aug_IMG_3780_1.jpg Annotatio\aug_IMG_3780_1.png
images\noncrack_noncrack_concrete_wall_43_12.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_43_12.jpg.png
images\Rissbilder_for_Florian_9S6A3119_132_659_3678_3449.jpg Annotatio\Rissbilder_for_Florian_9S6A3119_132_659_3678_3449.png
images\noncrack_noncrack_concrete_wall_2_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_2_2.jpg.png
images\GAPS384_test_0041_541_1.jpg Annotatio\GAPS384_test_0041_541_1.png
images\Rissbilder_for_Florian_9S6A2807_529_3224_2936_2514.jpg Annotatio\Rissbilder_for_Florian_9S6A2807_529_3224_2936_2514.png
images\noncrack_noncrack_concrete_wall_22_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_22_4.jpg.png
images\Rissbilder_for_Florian_9S6A2854_58_1288_3459_4016.jpg Annotatio\Rissbilder_for_Florian_9S6A2854_58_1288_3459_4016.png
images\Rissbilder_for_Florian_9S6A2811_418_72_4541_3581.jpg Annotatio\Rissbilder_for_Florian_9S6A2811_418_72_4541_3581.png
images\aug_IMG_20190821_202513_BURST2_2.jpg Annotatio\aug_IMG_20190821_202513_BURST2_2.png
images\IMG_3729_1.jpg Annotatio\IMG_3729_1.png
images\Rissbilder_for_Florian_9S6A2839_414_1638_3393_3703.jpg Annotatio\Rissbilder_for_Florian_9S6A2839_414_1638_3393_3703.png
images\Rissbilder_for_Florian_9S6A2814_28_1168_3811_3761.jpg Annotatio\Rissbilder_for_Florian_9S6A2814_28_1168_3811_3761.png
images\noncrack_noncrack_concrete_wall_9_37.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_9_37.jpg.png
images\cracktree200_6355.jpg Annotatio\cracktree200_6355.png
images\Volker_DSC01644_202_7_1161_1201.jpg Annotatio\Volker_DSC01644_202_7_1161_1201.png
images\019.jpg Annotatio\019.png
images\Volker_DSC01637_274_432_1128_1113.jpg Annotatio\Volker_DSC01637_274_432_1128_1113.png
images\Rissbilder_for_Florian_9S6A3098_276_621_3042_2361.jpg Annotatio\Rissbilder_for_Florian_9S6A3098_276_621_3042_2361.png
images\noncrack_noncrack_concrete_wall_44_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_44_2.jpg.png
images\CRACK500_20160405_171716_1921_721.jpg Annotatio\CRACK500_20160405_171716_1921_721.png
images\Volker_DSC01611_197_34_1340_1777.jpg Annotatio\Volker_DSC01611_197_34_1340_1777.png
images\CRACK500_20160328_150932_641_721.jpg Annotatio\CRACK500_20160328_150932_641_721.png
images\aug_IMG_3258_1.jpg Annotatio\aug_IMG_3258_1.png
images\DeepCrack_11240-9.jpg Annotatio\DeepCrack_11240-9.png
images\Volker_DSC01708_0_0_1824_2736.jpg Annotatio\Volker_DSC01708_0_0_1824_2736.png
images\Explorer_HD2K_SN24855_17-20-48_2.jpg Annotatio\Explorer_HD2K_SN24855_17-20-48_2.png
images\Rissbilder_for_Florian_9S6A3099_13_24_3310_3907.jpg Annotatio\Rissbilder_for_Florian_9S6A3099_13_24_3310_3907.png
images\noncrack_noncrack_concrete_wall_76_62.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_76_62.jpg.png
images\Explorer_HD2K_SN24855_16-52-42_1.jpg Annotatio\Explorer_HD2K_SN24855_16-52-42_1.png
images\CRACK500_20160308_155828_1_361.jpg Annotatio\CRACK500_20160308_155828_1_361.png
images\Volker_DSC01658_158_267_1578_1919.jpg Annotatio\Volker_DSC01658_158_267_1578_1919.png
images\Rissbilder_for_Florian_9S6A2892_2953_374_2433_2418.jpg Annotatio\Rissbilder_for_Florian_9S6A2892_2953_374_2433_2418.png
images\noncrack_noncrack_concrete_wall_43_32.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_43_32.jpg.png
images\CRACK500_20160329_104038_1281_361.jpg Annotatio\CRACK500_20160329_104038_1281_361.png
images\20200227_093457_1.jpg Annotatio\20200227_093457_1.png
images\aug_IMG_20190821_203658_BURST2_1.jpg Annotatio\aug_IMG_20190821_203658_BURST2_1.png
images\aug_IMG_3657_2.jpg Annotatio\aug_IMG_3657_2.png
images\IMG_3577_1.jpg Annotatio\IMG_3577_1.png
images\Volker_DSC01671_379_867_1367_1775.jpg Annotatio\Volker_DSC01671_379_867_1367_1775.png
images\Rissbilder_for_Florian_9S6A2827_1769_76_2872_3754.jpg Annotatio\Rissbilder_for_Florian_9S6A2827_1769_76_2872_3754.png
images\CRACK500_20160222_163940_1281_1081.jpg Annotatio\CRACK500_20160222_163940_1281_1081.png
images\Volker_DSC01696_1166_24_1252_1247.jpg Annotatio\Volker_DSC01696_1166_24_1252_1247.png
images\noncrack_noncrack_concrete_wall_92_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_92_8.jpg.png
images\IMG_20190821_202907_BURST1.jpg Annotatio\IMG_20190821_202907_BURST1.png
images\GAPS384_train_0692_1_641.jpg Annotatio\GAPS384_train_0692_1_641.png
images\Rissbilder_for_Florian_9S6A2834_329_1015_3470_4050.jpg Annotatio\Rissbilder_for_Florian_9S6A2834_329_1015_3470_4050.png
images\aug_198.jpg Annotatio\aug_198.png
images\Rissbilder_for_Florian_9S6A2878_60_2150_3097_3166.jpg Annotatio\Rissbilder_for_Florian_9S6A2878_60_2150_3097_3166.png
images\CRACK500_20160318_181602_1921_361.jpg Annotatio\CRACK500_20160318_181602_1921_361.png
images\Rissbilder_for_Florian_9S6A3122_1575_531_1981_2453.jpg Annotatio\Rissbilder_for_Florian_9S6A3122_1575_531_1981_2453.png
images\Rissbilder_for_Florian_9S6A3111_441_2359_2378_2650.jpg Annotatio\Rissbilder_for_Florian_9S6A3111_441_2359_2378_2650.png
images\CRACK500_20160307_163627_1281_721.jpg Annotatio\CRACK500_20160307_163627_1281_721.png
images\aug_Explorer_HD2K_SN24855_11-44-54_1.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-44-54_1.png
images\Rissbilder_for_Florian_9S6A2817_116_1195_3670_2852.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_116_1195_3670_2852.png
images\Volker_DSC01653_601_142_1097_1373.jpg Annotatio\Volker_DSC01653_601_142_1097_1373.png
images\aug_295.jpg Annotatio\aug_295.png
images\CRACK500_IMG_2940_1_969.jpg Annotatio\CRACK500_IMG_2940_1_969.png
images\Rissbilder_for_Florian_9S6A2788_51_38_3614_3581.jpg Annotatio\Rissbilder_for_Florian_9S6A2788_51_38_3614_3581.png
images\Rissbilder_for_Florian_9S6A2904_17_1338_3768_3337.jpg Annotatio\Rissbilder_for_Florian_9S6A2904_17_1338_3768_3337.png
images\Rissbilder_for_Florian_9S6A2804_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2804_0_0_3840_5760.png
images\noncrack_noncrack_concrete_wall_61_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_61_8.jpg.png
images\aug_IMG_3702_3.jpg Annotatio\aug_IMG_3702_3.png
images\Rissbilder_for_Florian_9S6A2784_100_1539_3455_3308.jpg Annotatio\Rissbilder_for_Florian_9S6A2784_100_1539_3455_3308.png
images\noncrack_noncrack_concrete_wall_41_46.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_46.jpg.png
images\IMG_3251_1.jpg Annotatio\IMG_3251_1.png
images\GAPS384_train_0561_541_641.jpg Annotatio\GAPS384_train_0561_541_641.png
images\GAPS384_train_0575_1_641.jpg Annotatio\GAPS384_train_0575_1_641.png
images\IMG_3736_2.jpg Annotatio\IMG_3736_2.png
images\DeepCrack_IMG27-7.jpg Annotatio\DeepCrack_IMG27-7.png
images\Volker_DSC01639_176_306_1057_1328.jpg Annotatio\Volker_DSC01639_176_306_1057_1328.png
images\Rissbilder_for_Florian_9S6A2797_462_771_2260_2827.jpg Annotatio\Rissbilder_for_Florian_9S6A2797_462_771_2260_2827.png
images\IMG_3685_3.jpg Annotatio\IMG_3685_3.png
images\CFD_046.jpg Annotatio\CFD_046.png
images\noncrack_noncrack_concrete_wall_20_67.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_20_67.jpg.png
images\CRACK500_20160307_162704_1281_361.jpg Annotatio\CRACK500_20160307_162704_1281_361.png
images\Rissbilder_for_Florian_9S6A2916_1709_608_3450_2617.jpg Annotatio\Rissbilder_for_Florian_9S6A2916_1709_608_3450_2617.png
images\Volker_DSC01694_120_195_1678_1617.jpg Annotatio\Volker_DSC01694_120_195_1678_1617.png
images\Rissbilder_for_Florian_9S6A3128_604_1638_3103_2702.jpg Annotatio\Rissbilder_for_Florian_9S6A3128_604_1638_3103_2702.png
images\Rissbilder_for_Florian_9S6A2884_537_1421_3146_3342.jpg Annotatio\Rissbilder_for_Florian_9S6A2884_537_1421_3146_3342.png
images\DeepCrack_11236-7.jpg Annotatio\DeepCrack_11236-7.png
images\aug_Explorer_HD2K_SN24855_11-59-31.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-59-31.png
images\Rissbilder_for_Florian_9S6A3108_215_916_3595_4648.jpg Annotatio\Rissbilder_for_Florian_9S6A3108_215_916_3595_4648.png
images\CRACK500_20160225_114531_641_1081.jpg Annotatio\CRACK500_20160225_114531_641_1081.png
images\CRACK500_20160330_170848_641_1.jpg Annotatio\CRACK500_20160330_170848_641_1.png
images\Rissbilder_for_Florian_9S6A2811_2965_16_2638_2031.jpg Annotatio\Rissbilder_for_Florian_9S6A2811_2965_16_2638_2031.png
images\Volker_DSC01652_379_96_1912_1651.jpg Annotatio\Volker_DSC01652_379_96_1912_1651.png
images\Rissbilder_for_Florian_9S6A2790_312_1113_3274_3586.jpg Annotatio\Rissbilder_for_Florian_9S6A2790_312_1113_3274_3586.png
images\Rissbilder_for_Florian_9S6A2832_315_2712_3374_2978.jpg Annotatio\Rissbilder_for_Florian_9S6A2832_315_2712_3374_2978.png
images\aug_Explorer_HD2K_SN24855_16-41-20.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-41-20.png
images\Rissbilder_for_Florian_9S6A2785_14_857_3754_3422.jpg Annotatio\Rissbilder_for_Florian_9S6A2785_14_857_3754_3422.png
images\CRACK500_20160405_172854_1281_721.jpg Annotatio\CRACK500_20160405_172854_1281_721.png
images\IMG_3237.jpg Annotatio\IMG_3237.png
images\CRACK500_20160326_142354_1281_1081.jpg Annotatio\CRACK500_20160326_142354_1281_1081.png
images\Explorer_HD2K_SN24855_17-20-48_1.jpg Annotatio\Explorer_HD2K_SN24855_17-20-48_1.png
images\GAPS384_train_0685_541_641.jpg Annotatio\GAPS384_train_0685_541_641.png
images\aug_Explorer_HD2K_SN24855_11-59-51.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-59-51.png
images\Rissbilder_for_Florian_9S6A2912_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_0_0_3840_5760.png
images\noncrack_noncrack_concrete_wall_27_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_27_0.jpg.png
images\CRACK500_20160326_142521_641_1081.jpg Annotatio\CRACK500_20160326_142521_641_1081.png
images\Volker_DSC01690_3_560_1035_1312.jpg Annotatio\Volker_DSC01690_3_560_1035_1312.png
images\noncrack_noncrack_concrete_wall_74_22.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_74_22.jpg.png
images\CRACK500_20160308_072935_1921_361.jpg Annotatio\CRACK500_20160308_072935_1921_361.png
images\Rissbilder_for_Florian_9S6A2836_369_1273_2564_2113.jpg Annotatio\Rissbilder_for_Florian_9S6A2836_369_1273_2564_2113.png
images\CRACK500_20160307_145259_1281_361.jpg Annotatio\CRACK500_20160307_145259_1281_361.png
images\IMG_3672_1.jpg Annotatio\IMG_3672_1.png
images\Rissbilder_for_Florian_9S6A2851_335_136_2724_3289.jpg Annotatio\Rissbilder_for_Florian_9S6A2851_335_136_2724_3289.png
images\Rissbilder_for_Florian_9S6A3121_813_1860_1982_2298.jpg Annotatio\Rissbilder_for_Florian_9S6A3121_813_1860_1982_2298.png
images\IMG_3412.jpg Annotatio\IMG_3412.png
images\CRACK500_20160316_143445_1281_1081.jpg Annotatio\CRACK500_20160316_143445_1281_1081.png
images\IMG_3686.jpg Annotatio\IMG_3686.png
images\noncrack_noncrack_concrete_wall_54_23.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_23.jpg.png
images\CRACK500_20160329_103800_361_1.jpg Annotatio\CRACK500_20160329_103800_361_1.png
images\aug_IMG_20190821_203749_BURST2.jpg Annotatio\aug_IMG_20190821_203749_BURST2.png
images\20200227_092805.jpg Annotatio\20200227_092805.png
images\noncrack_noncrack_concrete_wall_97_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_97_2.jpg.png
images\noncrack_noncrack_concrete_wall_41_72.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_72.jpg.png
images\CRACK500_20160308_074101_1281_721.jpg Annotatio\CRACK500_20160308_074101_1281_721.png
images\CRACK500_20160328_153813_1281_1.jpg Annotatio\CRACK500_20160328_153813_1281_1.png
images\CRACK500_20160328_150821_1921_721.jpg Annotatio\CRACK500_20160328_150821_1921_721.png
images\IMG_3535.jpg Annotatio\IMG_3535.png
images\IMG_20190821_195556_1.jpg Annotatio\IMG_20190821_195556_1.png
images\aug_Explorer_HD2K_SN24855_11-58-37_1.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-58-37_1.png
images\CRACK500_20160328_154429_641_721.jpg Annotatio\CRACK500_20160328_154429_641_721.png
images\Rissbilder_for_Florian_9S6A2908_1476_98_4261_3456.jpg Annotatio\Rissbilder_for_Florian_9S6A2908_1476_98_4261_3456.png
images\aug_238.jpg Annotatio\aug_238.png
images\noncrack_noncrack_concrete_wall_32_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_32_6.jpg.png
images\Rissbilder_for_Florian_9S6A2834_489_638_2842_2408.jpg Annotatio\Rissbilder_for_Florian_9S6A2834_489_638_2842_2408.png
images\cracktree200_6231.jpg Annotatio\cracktree200_6231.png
images\CRACK500_20160222_164000_1_1.jpg Annotatio\CRACK500_20160222_164000_1_1.png
images\CRACK500_20160321_183947_1921_721.jpg Annotatio\CRACK500_20160321_183947_1921_721.png
images\CRACK500_20160316_144230_1921_361.jpg Annotatio\CRACK500_20160316_144230_1921_361.png
images\aug_IMG_20190821_202240_BURST2.jpg Annotatio\aug_IMG_20190821_202240_BURST2.png
images\Rissbilder_for_Florian_9S6A2883_290_1780_2688_2984.jpg Annotatio\Rissbilder_for_Florian_9S6A2883_290_1780_2688_2984.png
images\noncrack_noncrack_concrete_wall_23_4.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_23_4.jpg.png
images\DeepCrack_11305-2.jpg Annotatio\DeepCrack_11305-2.png
images\Rissbilder_for_Florian_9S6A2825_564_1319_3225_4139.jpg Annotatio\Rissbilder_for_Florian_9S6A2825_564_1319_3225_4139.png
images\aug_Explorer_HD2K_SN24855_16-52-42.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-52-42.png
images\aug_IMG_3424_1.jpg Annotatio\aug_IMG_3424_1.png
images\Rissbilder_for_Florian_9S6A3138_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A3138_0_0_3840_5760.png
images\aug_IMG_3651.jpg Annotatio\aug_IMG_3651.png
images\CRACK500_20160328_153702_641_1.jpg Annotatio\CRACK500_20160328_153702_641_1.png
images\CRACK500_20160328_151014_1281_361.jpg Annotatio\CRACK500_20160328_151014_1281_361.png
images\Volker_DSC01666_79_1319_1330_1286.jpg Annotatio\Volker_DSC01666_79_1319_1330_1286.png
images\aug_IMG_3686_3.jpg Annotatio\aug_IMG_3686_3.png
images\aug_Explorer_HD2K_SN24855_11-10-56.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-10-56.png
images\Rissbilder_for_Florian_9S6A2884_214_477_3616_3369.jpg Annotatio\Rissbilder_for_Florian_9S6A2884_214_477_3616_3369.png
images\CRACK500_20160328_153559_1_361.jpg Annotatio\CRACK500_20160328_153559_1_361.png
images\IMG_3255_2.jpg Annotatio\IMG_3255_2.png
images\Rissbilder_for_Florian_9S6A2913_616_2052_2679_3220.jpg Annotatio\Rissbilder_for_Florian_9S6A2913_616_2052_2679_3220.png
images\Rissbilder_for_Florian_9S6A2856_1047_132_4109_3528.jpg Annotatio\Rissbilder_for_Florian_9S6A2856_1047_132_4109_3528.png
images\CRACK500_20160415_191330_1921_361.jpg Annotatio\CRACK500_20160415_191330_1921_361.png
images\Rissbilder_for_Florian_9S6A2828_611_1555_3054_3930.jpg Annotatio\Rissbilder_for_Florian_9S6A2828_611_1555_3054_3930.png
images\CRACK500_IMG_2917_1_969.jpg Annotatio\CRACK500_IMG_2917_1_969.png
images\Rissbilder_for_Florian_9S6A2850_342_532_2285_2347.jpg Annotatio\Rissbilder_for_Florian_9S6A2850_342_532_2285_2347.png
images\CRACK500_20160318_181602_1_721.jpg Annotatio\CRACK500_20160318_181602_1_721.png
images\aug_IMG_3461.jpg Annotatio\aug_IMG_3461.png
images\aug_239.jpg Annotatio\aug_239.png
images\Volker_DSC01643_749_191_1948_1567.jpg Annotatio\Volker_DSC01643_749_191_1948_1567.png
images\DeepCrack_11131.jpg Annotatio\DeepCrack_11131.png
images\Volker_DSC01680_168_539_1554_1946.jpg Annotatio\Volker_DSC01680_168_539_1554_1946.png
images\20200227_093457.jpg Annotatio\20200227_093457.png
images\Rissbilder_for_Florian_9S6A2817_16_1332_3336_3390.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_16_1332_3336_3390.png
images\057.jpg Annotatio\057.png
images\Rissbilder_for_Florian_9S6A2905_153_412_3269_2899.jpg Annotatio\Rissbilder_for_Florian_9S6A2905_153_412_3269_2899.png
images\Rissbilder_for_Florian_9S6A2805_831_300_3590_3064.jpg Annotatio\Rissbilder_for_Florian_9S6A2805_831_300_3590_3064.png
images\CRACK500_20160316_143433_641_361.jpg Annotatio\CRACK500_20160316_143433_641_361.png
images\Rissbilder_for_Florian_9S6A3094_269_1951_3239_2652.jpg Annotatio\Rissbilder_for_Florian_9S6A3094_269_1951_3239_2652.png
images\noncrack_noncrack_concrete_wall_18_19.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_18_19.jpg.png
images\Volker_DSC01656_614_527_1201_1352.jpg Annotatio\Volker_DSC01656_614_527_1201_1352.png
images\CRACK500_20160308_072824_1_1.jpg Annotatio\CRACK500_20160308_072824_1_1.png
images\noncrack_noncrack_concrete_wall_76_33.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_76_33.jpg.png
images\Rissbilder_for_Florian_9S6A2873_904_515_2792_2550.jpg Annotatio\Rissbilder_for_Florian_9S6A2873_904_515_2792_2550.png
images\CFD_018.jpg Annotatio\CFD_018.png
images\CRACK500_20160321_185557_641_721.jpg Annotatio\CRACK500_20160321_185557_641_721.png
images\Explorer_HD2K_SN24855_16-52-42_2.jpg Annotatio\Explorer_HD2K_SN24855_16-52-42_2.png
images\Rissbilder_for_Florian_9S6A2856_293_97_3165_2963.jpg Annotatio\Rissbilder_for_Florian_9S6A2856_293_97_3165_2963.png
images\CRACK500_20160316_143603_1921_1081.jpg Annotatio\CRACK500_20160316_143603_1921_1081.png
images\IMG_3408.jpg Annotatio\IMG_3408.png
images\Volker_DSC01699_72_829_1589_1743.jpg Annotatio\Volker_DSC01699_72_829_1589_1743.png
images\aug_IMG_3700_2.jpg Annotatio\aug_IMG_3700_2.png
images\Volker_DSC01683_172_778_1370_1818.jpg Annotatio\Volker_DSC01683_172_778_1370_1818.png
images\Rissbilder_for_Florian_9S6A3125_696_1652_2558_3106.jpg Annotatio\Rissbilder_for_Florian_9S6A3125_696_1652_2558_3106.png
images\Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.jpg Annotatio\Rissbilder_for_Florian_9S6A3130_741_2592_3069_3082.png
images\CRACK500_20160307_144252_641_1081.jpg Annotatio\CRACK500_20160307_144252_641_1081.png
images\Rissbilder_for_Florian_9S6A2896_75_455_3286_4216.jpg Annotatio\Rissbilder_for_Florian_9S6A2896_75_455_3286_4216.png
